,InChIKey
785,InChIKey=MTOOOXVLHAITCG-RUDXKNGCSA-N
786,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
787,InChIKey=KDEVGAOFWJJIHX-ZNNUZYLRSA-N
788,InChIKey=JQVQMIABESRMFA-YYDGTUDOSA-N
789,InChIKey=SQBPJYLFPLYSJR-VXPUYCOJSA-N
790,InChIKey=CSGCJYSHBLKFHG-LJQANCHMSA-N
791,InChIKey=CCMBGMOYVQDEBC-LHOUOUQOSA-N
792,InChIKey=PGUFYFFTFKQUSX-ACEXITHZSA-N
793,InChIKey=PYNOSGSAFNPGBQ-QIANVUBESA-N
794,InChIKey=JWVIIGXMTONOFR-DPCVLPDWSA-N
795,InChIKey=DFNQUEFMFPLIEF-WXZMFDLCSA-N
796,InChIKey=GXLYQAVNRIEFKX-QSFMABPGSA-N
797,InChIKey=PEWSLXRHLFWQOH-MZXGQXEMSA-N
798,InChIKey=DETAYNXMLFLQSA-QLQMESJUSA-N
799,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
800,InChIKey=KWXXXQCBEMOCFC-RTWAWAEBSA-N
801,InChIKey=BHRDGHATIKYJOG-XRXFAXGQSA-N
802,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
803,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
804,InChIKey=ZJPQHHFYMMVDPZ-HEUFSPGASA-N
805,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
806,InChIKey=DXQGHBIXJLKBGR-SANMLTNESA-N
807,InChIKey=UKQDELXQDGFRFW-RIRRTMASSA-N
808,InChIKey=VCOFQHYEUCQCLG-UHFFFAOYSA-N
809,InChIKey=HBHHQQIZEXNSHZ-NJSCKRICSA-N
810,InChIKey=DTQYXDZPCFKIAK-QVXMOSSBSA-N
811,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
812,InChIKey=BZTQQFDJESLHOA-QNGWXLTQSA-N
813,InChIKey=WCVFZAZSYDZDPW-RKFIVLOOSA-N
814,InChIKey=AZCVFLMXESYPIR-NSCUHMNNSA-N
815,InChIKey=XGKKHNIMPIEKPF-QAZBPYKKSA-N
816,InChIKey=VJVUYQOFXOQPAS-YVNNLAQVSA-N
817,InChIKey=ANKFGOHEOJBDEQ-MPYFUPPASA-N
818,InChIKey=SIPUAJNOWFIDSZ-BQBAGJLHSA-N
819,InChIKey=LQJBNNIYVWPHFW-QXMHVHEDSA-N
820,InChIKey=OSNNLRXAHIWGAR-WJGSMNDKSA-N
821,InChIKey=PQRVPZFTCGLBGP-CBERIKETSA-N
822,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
823,InChIKey=LRYFTDGIIUTFFA-UHFFFAOYSA-N
824,InChIKey=RAILQKVJWBNVSR-VLGSPTGOSA-N
825,InChIKey=BMQNSHDVIYZULR-GMKWGACXSA-N
826,InChIKey=NNVNWRRUICNGNV-INDMIFKZSA-N
827,InChIKey=SCWWWSLXRFKZTI-KQCGELTFSA-N
828,InChIKey=UOJDQXZVAPFQKD-AOIWGVFYSA-N
829,InChIKey=FFONJRLOSKEFJD-WPCIJTTOSA-N
830,InChIKey=PSJWKKYLLIKCCF-UZYKWHBZSA-N
831,InChIKey=JTYJREBXUVSAHQ-JYDGLHDLSA-N
832,InChIKey=OPOXGJNSAGVWAY-YPBRHVBZSA-N
833,InChIKey=HGRVLNKDWNCPHC-IOWSJCHKSA-N
834,InChIKey=YDSDEBIZUNNPOB-UHFFFAOYSA-N
835,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
836,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
837,InChIKey=RQOCXCFLRBRBCS-YWGHNDMRSA-N
838,InChIKey=ORVKPQZRJOTCIB-AABGKKOBSA-N
839,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
840,InChIKey=AHWAGIFKNHGNAD-FLINKCNLSA-N
841,InChIKey=LKOVPWSSZFDYPG-WUKNDPDISA-N
842,InChIKey=OGGMJUADVUDJGQ-LZCSMOCGSA-N
843,InChIKey=GIJZWHLTBMCTJV-PDBSFCERSA-N
844,InChIKey=GNYNRPUMHFQMBI-WIBCANDISA-N
845,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
846,InChIKey=NPETZHSJMVTIAM-OFNDTPRFSA-N
847,InChIKey=GJYRKYFELCXWRD-BZRIQULNSA-N
848,InChIKey=IOGXUTZMCFOAOS-SALWDLGTSA-N
849,InChIKey=JDRGHECKJUSWSU-IEOSBIPESA-N
850,InChIKey=BPLGHZKCDZFELH-GAFUQQFSSA-N
851,InChIKey=PSYMLJBEWIEZNA-NHCYSSNCSA-N
852,InChIKey=WJNKVQHCFVZPIG-UHFFFAOYSA-N
853,InChIKey=ALIOWXDCTBYGOF-UGDRYVHNSA-N
854,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
855,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
856,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
857,InChIKey=IRNSOOYTWNNMKJ-JAEYQPPMSA-N
858,InChIKey=RJXCMWHLYXRMGR-MLDBQTBOSA-N
859,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
860,InChIKey=CBEFWCLRPKIYCH-NNTBDIJYSA-N
861,InChIKey=VFDINTHTYMZZND-MTUGKXTKSA-N
862,InChIKey=DCMZOXSXLYATSM-UCAKGOLCSA-N
863,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
864,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
865,InChIKey=WNPCQRJFINGYBP-FMMOFZBPSA-N
866,InChIKey=VYOFNCHDOAZCMT-SWUYQTSJSA-N
867,InChIKey=MXXWOMGUGJBKIW-YPCIICBESA-N
868,InChIKey=LQUHZVLTTWMBTO-UPHRSURJSA-N
869,InChIKey=ZGCMGGKQYCJUHJ-GWFRLWDUSA-N
870,InChIKey=PJCWEEQFPAZSDK-RYKNUXCGSA-N
871,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
872,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
873,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
874,InChIKey=NOCXXSHXRYXDGR-PZQJOPDCSA-N
875,InChIKey=CSBKJOOBNGFJBP-AZKWRZSASA-N
876,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
877,InChIKey=SKXLFNXIUIUALC-DIFGKAOHSA-N
878,InChIKey=ZLRHCSCBOSNBCZ-KDXMTYKHSA-N
879,InChIKey=YEPOGTXYAXRJEE-VJANTYMQSA-M
880,InChIKey=IUSUMRMUHQVJMY-VLAJCIIMSA-N
881,InChIKey=GQEOLYBERRZZCE-UHFFFAOYSA-N
882,InChIKey=MKCAGEHEDJYPFZ-UHFFFAOYSA-N
883,InChIKey=CFPXJIULHDSQCG-IARQLFTPSA-N
884,InChIKey=NOVZJYYJYIFXJC-JOCHJYFZSA-N
885,InChIKey=QEXVYSIHQABYBB-MFTYTFMFSA-N
886,InChIKey=QWZLQURLJIKCMW-SDJAHQOYSA-N
887,InChIKey=YZIYZGORSQUAAQ-MWBWDDEDSA-N
888,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
889,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
890,InChIKey=OBCHLPCJLOFDIN-UQPIBLTPSA-N
891,InChIKey=VIPUDTLJTQPSIX-KEBDBYFISA-N
892,InChIKey=CFLVYJJIZHNITM-NLXMLWGDSA-N
893,InChIKey=XXCXUSOYNXLHIY-UHFFFAOYSA-N
894,InChIKey=UJGXCOFZMJCRLN-VBFLNORGSA-N
895,InChIKey=ZSKBFNZUYWDEOK-MYXJGNQLSA-N
896,InChIKey=FKSBBLIERCUNPB-WTZXFCJFSA-M
897,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
898,InChIKey=FBTALAWSSYIJIO-SBFMSNHRSA-N
899,InChIKey=GPOAVNGZTCABBJ-FHWISGIUSA-N
900,InChIKey=QAMYVKULCKIRQZ-VCPPSLQSSA-N
901,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
902,InChIKey=RVTUJFHXENKYMN-VNTMZGSJSA-N
903,InChIKey=KFFZENNMYQOFQK-SXXKULMJSA-N
904,InChIKey=NUNIWGIXMAKESY-ORIHFSQOSA-N
905,InChIKey=RTJZUCGIUVBZCN-LQZWXTFHSA-N
906,InChIKey=WDZBAJDPNLQQNP-WAOWUJCRSA-N
907,InChIKey=BJLPWUCPFAJINB-UAQSTNRTSA-L
908,InChIKey=CPQPYOBAQKQYIN-ZPYJBQNYSA-N
909,InChIKey=LYSXSMDWVPJWQT-HVPDHYGESA-N
910,InChIKey=CTDPEXWSWAIKJE-RZCWWDNZSA-L
911,InChIKey=LKNXZPGZTVVXCC-FKBYEOEOSA-N
912,InChIKey=MHZPOYOBXRFTNM-UHFFFAOYSA-N
913,InChIKey=PMNNRRLMGLZYLF-MFYVJPBSSA-N
914,InChIKey=JQNQKNGCSLCPDE-JQIJEIRASA-N
915,InChIKey=COCNNBZQERIROF-LEWJYISDSA-N
916,InChIKey=ZENCMQGYUPYBII-BZXZXGCSSA-N
917,InChIKey=LJSSNWIMXFQQLO-RLYJWURVSA-N
918,InChIKey=HCXLGXVBNGIUAC-ROSQTPMLSA-N
919,InChIKey=OXGMPGKZDZPDIF-SEYXRHQNSA-N
920,InChIKey=OKWLDWGMBXBXMR-IZOSBIJVSA-N
921,InChIKey=ZZTJPRCYRMWKTD-MRXNPFEDSA-N
922,InChIKey=QAFAEUUGJAHOAH-UUWRZZSWSA-N
923,InChIKey=XTMIRDMHYWMSKN-OALUTQOASA-M
924,InChIKey=XTMZZNGHRLVNPC-MWXNICTNSA-N
925,InChIKey=VUGQJDAMPXXRFW-IFXPVLGPSA-N
926,InChIKey=RDXHPOCTKISGCQ-IADGFXSZSA-N
927,InChIKey=PLUIIPJUMCJTSJ-LBGSWDEZSA-N
928,InChIKey=KGPJQIMZHZMIFB-URUZQALBSA-N
929,InChIKey=KPNZIJDIWSLXBI-ZESZIVLYSA-N
930,InChIKey=NNHIUTKYUOIARB-UHLCVYFESA-N
931,InChIKey=DZFGXGROBZHZDP-CVWBSKFJSA-N
932,InChIKey=MWXHYMWIZIXTBE-UHFFFAOYSA-N
933,InChIKey=OTVRYZXVVMZHHW-DPAQBDIFSA-N
934,InChIKey=XQJHTVMHMKDVGH-KKUMJFAQSA-N
935,InChIKey=VJPHRAFHYZGASA-FLPVFDBPSA-N
936,InChIKey=HJRVLGWTJSLQIG-UHFFFAOYSA-N
937,InChIKey=VMBKWMXOXXGBLN-UHFFFAOYSA-N
938,InChIKey=NRAGUAXKFOTXTI-OYSTVDSJSA-N
939,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
940,InChIKey=PHSQDXKUQRUWOG-PXMSNCRXSA-N
941,InChIKey=YTZASGUOZDZYSL-UHFFFAOYSA-N
942,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
943,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
944,InChIKey=PICWCIWTSQRPHV-UHFFFAOYSA-N
945,InChIKey=UMSAZVWWNPZQBE-VPZANPLZSA-N
946,InChIKey=ITNKVODZACVXDS-YNUSHXQLSA-N
947,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
948,InChIKey=ISLYSBQDAMHDNG-RAXDYAABSA-N
949,InChIKey=GASKASBXVJUTPJ-DJJAPDROSA-N
950,InChIKey=XBUHCLCBBZQYKL-SZSCYMNZSA-N
951,InChIKey=HWPIBZBKWABMAW-LJQANCHMSA-N
952,InChIKey=TWVUZTCVZAHCIE-GWDKEWMYSA-N
953,InChIKey=PLEXOMFVUZNSTQ-GQCTYLIASA-N
954,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
955,InChIKey=IKNXPYDWPREFAY-QXGOTDITSA-N
956,InChIKey=AAGAYZNADYXWIQ-ATACATFBSA-N
957,InChIKey=NKVUEIHJDGURIA-UHFFFAOYSA-N
958,InChIKey=OFFQPVDOVYHTBX-AVQMFFATSA-N
959,InChIKey=LGLWXLYULSHSAA-YKJAXCMHSA-N
960,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
961,InChIKey=ZFYHXIKAAWDVBG-UDAUEHHFSA-N
962,InChIKey=HITMFLNAOQIZSN-UHFFFAOYSA-N
963,InChIKey=YRVLLXQYRLZZTK-LDEGSGOCSA-N
964,InChIKey=HPZIYQOGYQSBFK-BCOYKWESSA-N
965,InChIKey=VTRDODAJNTXJSD-XQQKPMCESA-N
966,InChIKey=KJEMTCONPRGBCA-RXVRECFNSA-N
967,InChIKey=KOGQVZPWHUCOTQ-VKESLTNKSA-N
968,InChIKey=DOOXLCYIXVFDTF-BOZYTCTDSA-N
969,InChIKey=PMBNAPIVDNRZLC-JTJFNRDYSA-N
970,InChIKey=BFYXFUUHZKWAJW-TUOVYMBRSA-N
971,InChIKey=GZIVPMFXRVKOKZ-YYMTZJTJSA-M
972,InChIKey=DTZHHGIOBLSKDR-PHZDYDNGSA-N
973,InChIKey=PRNTZJVEEUQNTM-ZYDLNPGJSA-N
974,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
975,InChIKey=XJWTVKGPONARGK-CXYBGDONSA-N
976,InChIKey=HJZZXCBSMDJVOE-LYPZAKISSA-N
977,InChIKey=UTUWDKGJRJNHEY-NFYQTQAWSA-N
978,InChIKey=CFNVQBBKKPXHJQ-QAZBPYKKSA-N
979,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
980,InChIKey=FQPKLWGXZMIQJG-BQGCOEIASA-N
981,InChIKey=OJNOJCLSMHWCPM-RKQLYBNLSA-N
982,InChIKey=IWEKVPNPKFDCHP-UHFFFAOYSA-N
983,InChIKey=NJXYDZDDOCQODQ-FCAPPQLESA-N
984,InChIKey=PMDXJRHNRGXQOK-UHFFFAOYSA-N
985,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
986,InChIKey=DIMNETMAIUHJFR-XUVXKRRUSA-N
987,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
988,InChIKey=NUGXFAXZOUMRFJ-UHFFFAOYSA-N
989,InChIKey=NZSCNZRATUWXGR-RMCGNSPKSA-N
990,InChIKey=KUIHAHXZFFZCMZ-HSQZFZGGSA-N
991,InChIKey=RKNDDVGTINXHOO-VADAEENGSA-N
992,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
993,InChIKey=UYTAXAWTQDKVBD-WKOYGUFESA-N
994,InChIKey=APGVHKPCMRXAPJ-VXPBKLFUSA-N
995,InChIKey=OENHQHLEOONYIE-JLTXGRSLSA-N
996,InChIKey=YWTPCXDYUODUEY-MUADHRSZSA-N
997,InChIKey=SFPNSCZLRJDTGT-SDNWHVSQSA-N
998,InChIKey=BFQWBQIYMSVPOL-HEUYONADSA-N
999,InChIKey=CCBIBXPDHZFLBE-VVLSCGDLSA-N
1000,InChIKey=OOZVFUCOLYWCKS-SCTDSRPQSA-N
1001,InChIKey=SDQMCZFBSCULLG-JGCGQSQUSA-N
1002,InChIKey=CIEBCBGYIWYAOJ-LJQANCHMSA-N
1003,InChIKey=SVNNKIHPYLAFTH-RHVSLNNASA-N
1004,InChIKey=QZEVHCZWWYKVHL-PHZDYDNGSA-N
1005,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1006,InChIKey=XLQJTUVHYOEDEB-LUEMSJPFSA-N
1007,InChIKey=AYCLDPXVKFLDMY-FQFZUICKSA-N
1008,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1009,InChIKey=MRCNDPOFZHRNHQ-BEBVUIBBSA-N
1010,InChIKey=YGPABMQZQTXEOE-ZVIVXHKUSA-N
1011,InChIKey=BVRULQCEMCYBAM-UHFFFAOYSA-N
1012,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1013,InChIKey=YINZXWZQAAKWQU-OJQODRGMSA-N
1014,InChIKey=RGMBIPZRCRBSEK-TZQAHWOBSA-N
1015,InChIKey=PRXRUNOAOLTIEF-WUOFIQDXSA-N
1016,InChIKey=HPRJYVPDOMAMAK-MFUYTVRRSA-N
1017,InChIKey=LJUARHDVFLLQMF-HFSVMMJMSA-N
1018,InChIKey=MFCHATNUMLOARP-OBAZTXSSSA-N
1019,InChIKey=VOAUTKMIJYSDGQ-VKIDHGPPSA-N
1020,InChIKey=PCUQNSBAKZGDSV-CYWYULQXSA-N
1021,InChIKey=XBJXKPFBJMQGQF-HTLIYCKYSA-N
1022,InChIKey=HACLGAXVNPAGBB-UHFFFAOYSA-N
1023,InChIKey=JRBZRACFBGYSHE-UHFFFAOYSA-N
1024,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1025,InChIKey=MFEFQCSBYWGWRQ-USZFVNFHSA-N
1026,InChIKey=ORVHJQXVUAOELM-JNVQHIPESA-N
1027,InChIKey=MFDCFYCYCXICHN-BZNMIFEASA-N
1028,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1029,InChIKey=MUZHXEBSHUCCQE-UUWRZZSWSA-N
1030,InChIKey=LIIHDRINQJPFJK-BUPHOURSSA-N
1031,InChIKey=UUJFMJBANZOMSO-FWKCUUEWSA-N
1032,InChIKey=FQCOUKWLWDFEQU-DWVBCWGVSA-N
1033,InChIKey=PWMACEFYSFNGLB-JPFHKJGASA-N
1034,InChIKey=CGKVKUZCZMAZLG-UHFFFAOYSA-N
1035,InChIKey=JQDBFISYHKVRFB-RLPNJSHFSA-N
1036,InChIKey=KPFWQGCQQPFNRP-NQAGYIRISA-N
1037,InChIKey=WCJRTUFWFLRDJF-NXGOILJVSA-N
1038,InChIKey=WLTCUPJPYHDSHH-KEEXXOBTSA-N
1039,InChIKey=PXGNVFUWTUIRCJ-UHFFFAOYSA-N
1040,InChIKey=XFHTWZXBAZZRIG-QWBARLLDSA-N
1041,InChIKey=BIXWVSLNTIFDQN-UHFFFAOYSA-N
1042,InChIKey=PESDJELQYIQZBG-RMQQFATJSA-N
1043,InChIKey=SELBZODRWLCDNA-OAQYLSRUSA-N
1044,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1045,InChIKey=JQEUDAGUGLCSHE-BWHSRMEBSA-N
1046,InChIKey=FVYDVAOTXPELMH-HMMYKYKNSA-N
1047,InChIKey=WRETVLSXAPXKOW-IRIOAYRLSA-N
1048,InChIKey=OOVSUFZRKGCLKQ-RBXQBWMISA-N
1049,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1050,InChIKey=MJBZORKOZMBVFI-UHFFFAOYSA-N
1051,InChIKey=ZQQLMECVOXKFJK-NXCSZAMKSA-L
1052,InChIKey=IQTMIKSIMGHIIR-MVKOLZDDSA-N
1053,InChIKey=CMNCINXKZSRMBY-KXQOOQHDSA-N
1054,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1055,InChIKey=BEEZEVJKKMWNLU-BVWKBZHBSA-N
1056,InChIKey=DBMUNIJZUYVPCQ-XFNFOBRPSA-N
1057,InChIKey=IDYKKIVOMSIKKD-LOWPDHTBSA-N
1058,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1059,InChIKey=OJJFJJNHIQYZPV-CQSZACIVSA-N
1060,InChIKey=ZVMGKOAHBAIHLO-SOFGYWHQSA-N
1061,InChIKey=HJTVQHVGMGKONQ-LUZURFALSA-N
1062,InChIKey=LQVPXEJSWXVRLA-QFXBJFAPSA-N
1063,InChIKey=KSQFFJKKJAEKTB-UHFFFAOYSA-N
1064,InChIKey=ZVYMCLIDNNTNCL-GFRRLMGDSA-N
1065,InChIKey=XWTNAYWYYCWVTF-URAYIYMCSA-N
1066,InChIKey=SWEGNZRGYFUZEN-MUADHRSZSA-N
1067,InChIKey=GJZNAEFHIYPPEM-HUXSOILUSA-N
1068,InChIKey=QQCDXKLWJDNQTI-JGRXCMKASA-N
1069,InChIKey=QPMVBTMUWDUUTJ-PXKJKYEHSA-N
1070,InChIKey=VNWKTOKETHGBQD-UHFFFAOYSA-N
1071,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1072,InChIKey=VVKGWBVDEPOQKN-GRSQLHGCSA-N
1073,InChIKey=CVMYPIVCFZBKQQ-ACRUOGEOSA-N
1074,InChIKey=MBKDYNNUVRNNRF-UHFFFAOYSA-N
1075,InChIKey=TYTOQBWFLJGSRP-RFGPBLIYSA-N
1076,InChIKey=ZWHGKEHBDMOWTN-IKVCKLENSA-N
1077,InChIKey=DPPWNLYREVUJSK-FHWLQOOXSA-N
1078,InChIKey=YWYZMPABROOXTM-BKGWKKLQSA-N
1079,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1080,InChIKey=KKMIDGSALVIOSL-HNFBNDFHSA-N
1081,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1082,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1083,InChIKey=FQQMLVSIEXRTOS-KTKIDDBTSA-N
1084,InChIKey=IUKLSMSEHKDIIP-SWOAVMBCSA-N
1085,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1086,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1087,InChIKey=HNJBGZILIPINTO-UHFFFAOYSA-N
1088,InChIKey=IKABKKYGJWCZMB-IBPCWRJOSA-N
1089,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1090,InChIKey=SZMPGALUPQEYJH-ZBPLLFHGSA-N
1091,InChIKey=OEIUOZJQHYRZJK-QYZOEREBSA-N
1092,InChIKey=IDJPYWMAXHDOKO-UYYPMDPRSA-N
1093,InChIKey=CZIGDFFBQAPUHP-UVCVZYEFSA-N
1094,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1095,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1096,InChIKey=HLRBSTGXOFUEHW-OAHLLOKOSA-N
1097,InChIKey=BQMKIYAUBIGCRK-IERFHKNFSA-N
1098,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1099,InChIKey=RWCYNMPYUNPCLG-NUPWCGCMSA-N
1100,InChIKey=FERSDKADYZRIAA-CQGKBTLCSA-N
1101,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1102,InChIKey=YDCKEBYQGRQLLJ-HLUZSCPXSA-N
1103,InChIKey=VLMAOZSPUIFNLW-IQKAZFNHSA-N
1104,InChIKey=LNDIPJDWEYOMHO-JHOUSYSJSA-N
1105,InChIKey=OKOUVQOSDNOMFG-AMFNWCSQSA-N
1106,InChIKey=TUXSPMWDBJLFSE-UHFFFAOYSA-N
1107,InChIKey=DYGGZHAEAHDFNG-MOZLSNFLSA-N
1108,InChIKey=XBMDITLCJKLCKN-QNGWXLTQSA-N
1109,InChIKey=BJLDTXCLLZPQGA-FPLWLFMUSA-N
1110,InChIKey=YSBFGMTUOBCPDD-NEGFDYCVSA-N
1111,InChIKey=ZXXUWPVFNKJNBS-NCHQYRQZSA-N
1112,InChIKey=WXARXUKKMUUSGN-WUDYKRTCSA-N
1113,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1114,InChIKey=RNOUMPQRUUASAS-YWIOZPJLSA-N
1115,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1116,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1117,InChIKey=ODQFWVKAIOCYEX-FSBMKTROSA-N
1118,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1119,InChIKey=WWTTXMMZHOBTAM-OAQYLSRUSA-N
1120,InChIKey=DPZPUAUTPMFTAC-UHFFFAOYSA-N
1121,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1122,InChIKey=JFUBEVZVSISOGF-DNLSVOTPSA-N
1123,InChIKey=MBHGKJGFOSPGKL-GAKIBJFNSA-N
1124,InChIKey=BVVFOLSZMQVDKV-UHFFFAOYSA-N
1125,InChIKey=VBLRWWLBCFPBRU-WJNSRDFLSA-N
1126,InChIKey=NPZPDQQJKCUAIA-WCMIDXEVSA-N
1127,InChIKey=QSLXXAZXUYYJCO-GDSUNPOOSA-N
1128,InChIKey=PFKRRQPKHNIBNN-UTSKJKJISA-N
1129,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1130,InChIKey=GXWAJHCYRDABLE-GGITZLGKSA-N
1131,InChIKey=KYFFDWMRQAXSTR-IPICDUNHSA-N
1132,InChIKey=GAEKFQZLPDRKLJ-QLXKLKPCSA-N
1133,InChIKey=VKSGOERHMFZJJK-WUKNDPDISA-N
1134,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1135,InChIKey=CENCPECIAWKQEY-DATARQCLSA-N
1136,InChIKey=LHONWXPQABNHFF-HWPLMKENSA-N
1137,InChIKey=LLWJLUVCOOMBJV-VPQXLLAMSA-N
1138,InChIKey=FKLSONDBCYHMOQ-ONEGZZNKSA-N
1139,InChIKey=IXJKLTNBNXPJHP-OUMKUWFMSA-N
1140,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1141,InChIKey=WSVAJLWNDHCMEJ-XPBNMDRNSA-N
1142,InChIKey=ADXOFNHGMUUDQR-GZTJUZNOSA-M
1143,InChIKey=VOGXDRFFBBLZBT-UHFFFAOYSA-N
1144,InChIKey=LZBBPJZFGJUKMN-NZQKXSOJSA-N
1145,InChIKey=NYHBWJLNUVFREG-YWIOZPJLSA-N
1146,InChIKey=GPUYRRXFLIKAQP-IIFZCLPQSA-N
1147,InChIKey=UHHCPWWWCZXVHN-OKDLRWSNSA-N
1148,InChIKey=CSIFRWRBOOQRBP-UZJFSXEZSA-N
1149,InChIKey=MKXOPSSUNSEZJV-HOJINGIMSA-N
1150,InChIKey=DSTWKJOBKSMVCV-UHFFFAOYSA-N
1151,InChIKey=TXYJWIHOUPUYOJ-FNQUWLNJSA-N
1152,InChIKey=WAZIGTZFSDENTL-GVYZKIGXSA-N
1153,InChIKey=NMBWREWNBSVWGK-KRWGDDCXSA-N
1154,InChIKey=OZXHGDBEMSKSQT-GUPYIIGRSA-N
1155,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
1156,InChIKey=MUTDSVRGNQTDCM-FAIXQHPJSA-N
1157,InChIKey=SRHKNKBSJJFRFC-JTXDABCZSA-N
1158,InChIKey=YBPMPRDOWHIVNA-XTBIJCDISA-N
1159,InChIKey=YIPNTFSSFQJUSG-LEVNCRQWSA-N
1160,InChIKey=VGHJLGTWOLSQJE-BHYLUOSISA-N
1161,InChIKey=QQQKJHRAECATSB-UETOGOEVSA-N
1162,InChIKey=ZHZTYDTVUSPVLX-RRHRGVEJSA-N
1163,InChIKey=SQNPANBLRYUTHI-ROUUACIJSA-N
1164,InChIKey=KZXNFRBVPGNOIW-CMDGGOBGSA-N
1165,InChIKey=XXXXXXXXXXXXXX-XXXXXXXXXX-X
1166,InChIKey=YAYPFVMGQHXPBU-QZTJIDSGSA-M
1167,InChIKey=LNVQPJGJVYGJKF-USIWEIHSSA-N
1168,InChIKey=CVNYHSDFZXHMMJ-VPUMZWJWSA-N
1169,InChIKey=JQBPIYGQWYFXMK-SAUANURHSA-N
1170,InChIKey=UFZDIMBXTVRBDS-SSQLMYNASA-N
1171,InChIKey=ZODRLJLUCBBQSJ-HHWLVVFRSA-N
1172,InChIKey=ROLSKNVQSMYGNB-GYKMGIIDSA-N
