VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_96_CGBRDYX5SQ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	982	6926	3036	Omphalotin_B_49-De(acyloxy),_53-deoxy	10	2.0e-09	1349.87	659.394	228.921	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)CC(=O)N(C)C(C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N(C)C(C(C)C)C(=O)N1)C(C)(C)O	5.41
spectra-00000_PSM_98_AMD48BKB30	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	800	6170	2867	Herbicolin_A_Aglycone	8	2.0e-09	1137.68	559.308	198.661	M+2H	2	CCCCCCCCCCCC(CC(=O)NC(=CC)C(=O)NC1C(C)OC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)N(C)C(=O)CNC(=O)C(CCC(=N)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC1=O)O	5.33
spectra-00000_PSM_100_N7UFC9QBS9	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	975	6885	1849	Lobocyclamide_B_Lobocyclamide_B	10	2.1e-09	1397.84	655.401	244.18	M+2H	2	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(CO)O)C(=O)NC(C(C)O)C(=O)N2CC(CC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1)O	5.19
spectra-00000_PSM_99_YI6G3S34RR	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	634	5445	1474	[D-Asp3,(E)-Dhb7]Microcystin_HilR_[D-Asp3,(E)-Dhb7]Microcystin_HilR	8	2.1e-09	994.549	502.768	87.93	M+2H	2	CCC(C)CC1C(=O)NC(CC(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(=CC(C)C(Cc2ccccc2)OC)C)C(C)C(=O)NC(CCC(=O)NC(=CC)C(=O)NC(C)C(=O)N1)C(=O)O)C(=O)O	5.26
spectra-00000_PSM_101_CPFYOVIUI6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	945	6765	2078	Wewakazole_Wewakazole	10	2.2e-09	1140.54	632.302	186.332	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	5.13
spectra-00000_PSM_102_S52MYIGP64	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	542	4943	1877	Cyclolinopeptide_F_2-L-Methionine,_7-L-isoleucine_analogue	9	2.2e-09	1081.51	466.775	224.127	M+2H	2	CCC(C)C1C(=O)NC(CCS(=O)C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	5.06
spectra-00000_PSM_103_E9UAX0R5N5	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1044	7144	676	Laxaphycin_D_Laxaphycin_D	13	2.3e-09	1366.81	690.393	235.759	M+2H	2	CCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1	5.00
spectra-00000_PSM_104_ZBBKPI7GSU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	618	5382	1192	Nostopeptolide_A_4'-Epimer	7	2.3e-09	1080.59	498.303	187.608	M+2H	2	CCCC(=O)NC(C(C)CC)C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(cc2)O)NC(=O)C(CC(=N)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O	4.94
spectra-00000_PSM_105_0IZ0M4S0JL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	831	6316	4553	[g-Hydroxy-MeLeu]8-cyclosporin	9	2.5e-09	1259.88	570.421	268.605	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)CC(O)(C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	4.88
spectra-00000_PSM_106_7F5H3V6PDW	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	616	5379	992	WS_9326A_2''S,3''-Dihydro	7	2.7e-09	1038.51	497.767	166.469	M+2H	2	CCCC=Cc1ccccc1C=CC(=O)NC1C(C)OC(=O)C(CO)NC(=O)C(CC(=N)O)NC(=O)C(C(C)O)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccc(cc2)O)N(C)C1=O	4.82
spectra-00000_PSM_107_VJMOY4RYIM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1224	8052	2555	Aeruginazole_DA1497_Aeruginazole_DA1497	13	2.9e-09	1497.58	791.395	197.099	M+2H	2	CCC(C)C1C(=O)NC(C)C(=O)NCC(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)NCC(=O)N2CCCC2C(=O)NC(CC(C)C)c2nc(cs2)C(=O)NC(C(C)C)C(=O)NCC(=O)N2CCCC2C(=O)NC(C(C)C)c2nc(cs2)C(=O)NC(CO)C(=O)NC(C)c2nc(cs2)C(=O)N1	4.76
spectra-00000_PSM_108_QGFLA5R481	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1123	7529	913	Cyanothecamide_A_2''',3'''-Didehydro	7	2.9e-09	829.379	737.407	219.594	M+H	1	CC(C)CC1C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=N)O)c2nc(cs2)C(=O)NC(C(C)C)C(=O)N1	8.00
spectra-00000_PSM_109_COG6YBKS3L	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	408	4000	1211	Patellamide_G_Patellamide_G	8	2.9e-09	794.324	408.227	182.166	M+2H	2	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C)c2nc(cs2)C(=O)NC(CC(C)C)C2=NC(C(C)O2)C(=O)NC(Cc2ccccc2)c2nc(cs2)C(=O)N1	4.71
spectra-00000_PSM_110_SDRSH4UTBM	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	999	6986	1761	Verrucamides_Verrucamide_C	10	3.0e-09	1400.83	669.349	286.862	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(CO)C(=O)N1C	4.65
spectra-00000_PSM_111_0GRXZ5QY2Z	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	702	5777	2834	BZR-Cotoxin_II_BZR-Cotoxin_II	8	3.1e-09	964.573	530.26	222.802	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	4.60
spectra-00000_PSM_112_0RCQW4974M	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	934	6734	2078	Wewakazole_Wewakazole	10	3.4e-09	1140.54	624.826	232.044	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	4.55
spectra-00000_PSM_113_5Q7O3796OU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	767	5978	4171	Deprenyl-cyclomarin_C	7	3.4e-09	958.553	548.322	199.716	M+2H	2	[C@@H]1(C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N(C(C(=O)N[C@H](C(=O)N1)C(C=C(C)C)C)CC(C)C)C)C(C)C)[C@@H](c1ccccc1)OC)C)C[C@H](CO)C)C)[C@@H](c1c[nH]c2c1cccc2)O	4.49
spectra-00000_PSM_114_FML7OEKCGO	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1099	7404	1989	Omphalotin_B_Omphalotin_B	12	3.9e-09	1481.91	723.931	249.712	M+2H	2	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)CC(=O)N(C)C(C(=O)N(C)C(C(C)C(C)OC(=O)CC(C)(C)O)C(=O)N(C)C(C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N(C)C(C(C)C)C(=O)N1)O)C(C)(C)O	4.44
spectra-00000_PSM_115_L5AGTHVKCU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1403	8982	108	Argyrins_Argyrin_A	6	4.1e-09	824.306	963.639	438.583	M+H	1	CC1C(=O)NC(=C)C(=O)N(C)CC(=O)NC(C)c2nc(cs2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2c[nH]c3cccc(c23)OC)C(=O)NCC(=O)N1	7.69
spectra-00000_PSM_116_BA52XUUBHN	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	929	6724	1380	Laxaphycin_B_32-Epimer,_53-deoxy	9	4.2e-09	1378.84	620.323	268.892	M+2H	2	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1	4.40
spectra-00000_PSM_117_V2VM2F6LPL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	519	4814	1816	Cyclomarin_A_18-Valyl_analogue,_13,14-deepoxy,_13,14-didehydro	8	4.2e-09	986.584	458.251	190.701	M+2H	2	C=CC(C)(C)n1cc(c2ccccc12)C(C1C(=O)N(C)C(CC(C)CO)C(=O)NC(C)C(=O)NC(C(c2ccccc2)OC)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N1)O	4.35
spectra-00000_PSM_118_OMYJDO4PTI	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	977	6897	4793	Lobocyclamide_B	9	4.4e-09	1383.82	656.362	310.646	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]1C[C@H](C2)O)CC(C)C)[C@H](O)C)CCCCCC)C(C)C)[C@H](C(C)C)O)C)[C@@H](C(C)C)O)CCC(=O)N)C)[C@H](CC)C)[C@@H](O)CO)[C@H](O)C	4.30
spectra-00000_PSM_119_ZW127TMRCL	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	985	6935	2046	Laxaphycin_A_Laxaphycin_A	10	4.5e-09	1195.72	661.372	242.794	M+2H	2	CCCCCC1CC(=O)NC(CCO)C(=O)NC(=CC)C(=O)N2CC(CC2C(=O)NC(CCO)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NCC(=O)N1)O	4.26
spectra-00000_PSM_120_DX0QCON4K7	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	906	6611	3137	Syringostatin_Syringostatin_B	8	4.6e-09	1194.59	602.331	268.079	M+2H	2	CCCCCCCCCCC(C(CC(=O)NC1COC(=O)C(C(CCl)O)NC(=O)C(C(C(=O)O)O)NC(=O)C(=CC)NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O)O)O	4.21
spectra-00000_PSM_121_DUOF0QAVA7	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	425	4173	1749	Talaromin_A_Talaromin_A	7	4.9e-09	763.39	417.232	179.043	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N1	4.17
spectra-00000_PSM_122_L8OKKTEZMU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	982	6926	406	Cyclodidemnamide_B_Cyclodidemnamide_B	6	5.5e-09	689.303	659.394	228.921	M+H	1	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	7.41
spectra-00000_PSM_123_R4C5L4ND06	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	914	6648	406	Cyclodidemnamide_B_Cyclodidemnamide_B	7	5.5e-09	689.303	608.328	228.581	M+H	1	CCC(C)C1C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)N2CCCC2c2nc(cs2)C(=O)NC(CC(C)C)c2nc(cs2)C(=O)N1	7.14
spectra-00000_PSM_124_Y6X6CMKADA	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	968	6872	1761	Verrucamides_Verrucamide_C	11	5.5e-09	1400.83	653.341	280.784	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)NCC(=O)NC(C(C)C)C(=O)N(C)C(CO)C(=O)N1C	4.12
spectra-00000_PSM_125_TLUFBJKALX	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	868	6419	3034	Lyngbyazothrin_C_4''''-Demethoxy,_5''-deacyl	10	5.6e-09	1282.68	583.827	232.415	M+2H	2	CCC(C)C1C(=O)NC(CO)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(CCc2ccccc2)C(=O)N2CCCC2C(=O)NC(CC(CC(C(CC(C)C)O)O)O)C(C(=O)NC(CCC(=N)O)C(=O)NCC(=O)N2CCCC2C(=O)N2CCCC2C(=O)N1)O	4.08
spectra-00000_PSM_126_LV1RI8FAGU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1095	7388	4793	Lobocyclamide_B	9	5.7e-09	1383.82	721.576	230.406	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]1C[C@H](C2)O)CC(C)C)[C@H](O)C)CCCCCC)C(C)C)[C@H](C(C)C)O)C)[C@@H](C(C)C)O)CCC(=O)N)C)[C@H](CC)C)[C@@H](O)CO)[C@H](O)C	4.04
spectra-00000_PSM_127_6WZ1Q0VT00	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1261	8214	3918	prepatellamide-B-formate	7	6.0e-09	822.319	816.325	208.997	M+H	1	[C@H]1(C2C(=O)N[C@H](c3scc(n3)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](c3scc(C(=O)N[C@H](C(=N2)O1)CC(C)C)n3)Cc1ccccc1)[C@H](OC=O)C)[C@@H](C)CC)C)C	6.90
spectra-00000_PSM_128_3PCN98CXJV	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1049	7176	2313	Kahalalide_P_Kahalalide_P	9	6.2e-09	1317.72	694.423	222.588	M+2H	2	CC(C)CCCCCC1CC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)N2CC(CC2C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)O1)O	4.00
spectra-00000_PSM_129_4PLGQOT0Y6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	477	4553	1154	Kahalalide_B_Kahalalide_B	9	6.4e-09	877.459	437.743	92.036	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	3.96
spectra-00000_PSM_130_V41QTANZCU	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	321	3166	1013	Peptidolipin_F_Peptidolipin_F	7	6.4e-09	781.459	359.228	197.675	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	3.92
spectra-00000_PSM_131_H8JP7K5FGR	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	909	6623	925	Cyclolithistide_A_Cyclolithistide_A	8	6.5e-09	1163.6	604.831	252.986	M+2H	2	CCCC1C(=O)NC(CCC(=N)O)C(=O)NC(C(C)O)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C(C)Cl)C(=O)OC(C)C(C(CC(=O)NCC(=O)N1)O)NC(=O)C(CC(C)C)NC=O	3.88
spectra-00000_PSM_132_4C4FWDJ4IA	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	388	3816	2058	Serinocyclin_A_Serinocyclin_A	7	6.5e-09	672.308	394.724	243.969	M+2H	2	C(CN)C(CC1C(=O)NCCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC2(CC2)C(=O)N2CC(CC2C(=O)NC(CO)C(=O)N1)O)O	3.85
spectra-00000_PSM_133_SISR8IODL6	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	769	5980	2320	Isariins_Isariin_E	7	6.8e-09	553.348	548.343	254.176	M+H	1	CCCC1CC(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)O1	6.67
spectra-00000_PSM_135_6THQCQAJUQ	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	524	4822	1154	Kahalalide_B_Kahalalide_B	7	6.9e-09	877.459	459.222	83.456	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	4.72
spectra-00000_PSM_136_PNU8GZ3KZR	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	993	6971	2280	Lobocyclamide_C_Lobocyclamide_C	9	7.0e-09	1369.81	666.078	184.525	M+2H	2	CCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(CO)O)C(=O)NC(C(C)O)C(=O)N2CC(CC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1)O	4.67
spectra-00000_PSM_137_PDNQCU2LD2	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	628	5420	4305	perthamide_I	8	7.2e-09	1001.48	501.776	85.625	M+2H	2	C1(=O)[C@H](Cc2ccccc2O)NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@H](NC(=O)CN(C(=O)/C(=C/C)/NC(=O)[C@@H]([C@H](NC(=O)[C@@H](N1)CC(=O)N)CC[C@H](CC)C)O)C)[C@@H](C(=O)NC(=O)N)O)[C@H](OC)C)C[C@H](C2)C	4.63
spectra-00000_PSM_138_OFWIWJ0X8F	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1312	8478	632	Daitocidin_Daitocidin_B2	6	7.6e-09	895.527	860.951	309.981	M+H	1	CCC(C)C1C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)N1	6.45
spectra-00000_PSM_139_42OZ16UECG	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	493	4623	2834	BZR-Cotoxin_II_BZR-Cotoxin_II	8	7.7e-09	964.573	443.25	193.955	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	4.59
spectra-00000_PSM_140_ZOTAB28UK1	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	1112	7442	1253	Sungsanpin_Sungsanpin	8	8.1e-09	1591.8	731.407	244.074	M+2H	2	CCC(C)C1C(=O)NC(CC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CO)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)N1)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)O	4.55
spectra-00000_PSM_141_JIV2KX599B	mernst/NPSPanama2019_GNPSWorkshop/DrugMetabolismExample/METABOLOMICS-SNETS-d23ed2e6-download_clustered_spectra-main.mgf	852	6369	2417	Puwainaphycin_B_Puwainaphycin_B	10	8.2e-09	1232.74	574.8	224.338	M+2H	2	CCCCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(CCC(=N)O)C(=O)NCC(=O)NC(C(C)OC)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	4.50
